[34m[1mwandb[0m: Detected [huggingface_hub.inference, openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                                                                                                         
{'loss': 4.2311, 'grad_norm': 138.0, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.2401, 'grad_norm': 14.0625, 'learning_rate': 1.84755804643715e-05, 'epoch': 0.08}
{'loss': 0.3046, 'grad_norm': 8.8125, 'learning_rate': 1.8472377902321857e-05, 'epoch': 0.08}
{'loss': 0.2827, 'grad_norm': 18.25, 'learning_rate': 1.8469175340272218e-05, 'epoch': 0.08}
{'loss': 0.3083, 'grad_norm': 9.375, 'learning_rate': 1.846597277822258e-05, 'epoch': 0.08}
{'loss': 0.2691, 'grad_norm': 5.25, 'learning_rate': 1.8462770216172942e-05, 'epoch': 0.08}
{'loss': 0.3016, 'grad_norm': 18.0, 'learning_rate': 1.84595676541233e-05, 'epoch': 0.08}
{'loss': 0.3115, 'grad_norm': 16.375, 'learning_rate': 1.845636509207366e-05, 'epoch': 0.08}
{'loss': 0.2703, 'grad_norm': 7.90625, 'learning_rate': 1.845316253002402e-05, 'epoch': 0.08}
{'loss': 0.288, 'grad_norm': 5.96875, 'learning_rate': 1.844995996797438e-05, 'epoch': 0.08}
{'loss': 0.281, 'grad_norm': 10.25, 'learning_rate': 1.844675740592474e-05, 'epoch': 0.08}
{'loss': 0.267, 'grad_norm': 5.28125, 'learning_rate': 1.84435548438751e-05, 'epoch': 0.08}
{'loss': 0.2809, 'grad_norm': 11.1875, 'learning_rate': 1.8440352281825462e-05, 'epoch': 0.08}
{'loss': 0.2838, 'grad_norm': 5.96875, 'learning_rate': 1.8437149719775823e-05, 'epoch': 0.08}
{'loss': 0.2949, 'grad_norm': 10.9375, 'learning_rate': 1.8433947157726183e-05, 'epoch': 0.08}
{'loss': 0.2747, 'grad_norm': 11.25, 'learning_rate': 1.8430744595676544e-05, 'epoch': 0.08}
{'loss': 0.2627, 'grad_norm': 5.09375, 'learning_rate': 1.8427542033626904e-05, 'epoch': 0.08}
{'loss': 0.2743, 'grad_norm': 10.3125, 'learning_rate': 1.8424339471577264e-05, 'epoch': 0.08}
{'loss': 0.2895, 'grad_norm': 5.34375, 'learning_rate': 1.8421136909527625e-05, 'epoch': 0.08}
{'loss': 0.3048, 'grad_norm': 10.8125, 'learning_rate': 1.8417934347477982e-05, 'epoch': 0.08}
{'loss': 0.315, 'grad_norm': 14.875, 'learning_rate': 1.8414731785428343e-05, 'epoch': 0.08}
{'loss': 0.3859, 'grad_norm': 25.25, 'learning_rate': 1.8411529223378703e-05, 'epoch': 0.08}
{'loss': 0.2682, 'grad_norm': 5.65625, 'learning_rate': 1.8408326661329067e-05, 'epoch': 0.08}
{'loss': 0.3176, 'grad_norm': 17.625, 'learning_rate': 1.8405124099279424e-05, 'epoch': 0.08}
{'loss': 0.3172, 'grad_norm': 10.75, 'learning_rate': 1.8401921537229784e-05, 'epoch': 0.08}
{'loss': 0.3128, 'grad_norm': 14.625, 'learning_rate': 1.8398718975180145e-05, 'epoch': 0.08}
{'loss': 0.319, 'grad_norm': 10.3125, 'learning_rate': 1.8395516413130505e-05, 'epoch': 0.08}
{'loss': 0.2671, 'grad_norm': 11.25, 'learning_rate': 1.8392313851080866e-05, 'epoch': 0.08}
{'loss': 0.272, 'grad_norm': 5.4375, 'learning_rate': 1.8389111289031226e-05, 'epoch': 0.08}
{'loss': 0.266, 'grad_norm': 16.5, 'learning_rate': 1.8385908726981587e-05, 'epoch': 0.08}
{'loss': 0.2831, 'grad_norm': 9.9375, 'learning_rate': 1.8382706164931947e-05, 'epoch': 0.08}
{'loss': 0.2894, 'grad_norm': 8.25, 'learning_rate': 1.8379503602882308e-05, 'epoch': 0.08}
{'loss': 0.3292, 'grad_norm': 13.9375, 'learning_rate': 1.8376301040832668e-05, 'epoch': 0.08}
{'loss': 0.2862, 'grad_norm': 22.0, 'learning_rate': 1.8373098478783025e-05, 'epoch': 0.08}
{'loss': 0.311, 'grad_norm': 17.375, 'learning_rate': 1.836989591673339e-05, 'epoch': 0.08}
{'loss': 0.2991, 'grad_norm': 13.75, 'learning_rate': 1.836669335468375e-05, 'epoch': 0.08}
{'loss': 0.2937, 'grad_norm': 6.1875, 'learning_rate': 1.836349079263411e-05, 'epoch': 0.08}
{'loss': 0.2978, 'grad_norm': 6.75, 'learning_rate': 1.8360288230584467e-05, 'epoch': 0.08}
{'loss': 0.2628, 'grad_norm': 7.1875, 'learning_rate': 1.8357085668534828e-05, 'epoch': 0.08}
{'loss': 0.2775, 'grad_norm': 10.9375, 'learning_rate': 1.8353883106485188e-05, 'epoch': 0.08}
{'loss': 0.2659, 'grad_norm': 6.3125, 'learning_rate': 1.8350680544435552e-05, 'epoch': 0.08}
{'loss': 0.2419, 'grad_norm': 5.03125, 'learning_rate': 1.834747798238591e-05, 'epoch': 0.08}
{'loss': 0.26, 'grad_norm': 5.21875, 'learning_rate': 1.834427542033627e-05, 'epoch': 0.08}
{'loss': 0.2869, 'grad_norm': 13.25, 'learning_rate': 1.834107285828663e-05, 'epoch': 0.08}
{'loss': 0.262, 'grad_norm': 5.71875, 'learning_rate': 1.833787029623699e-05, 'epoch': 0.08}
{'loss': 0.3239, 'grad_norm': 7.3125, 'learning_rate': 1.833466773418735e-05, 'epoch': 0.08}
{'loss': 0.2587, 'grad_norm': 5.46875, 'learning_rate': 1.833146517213771e-05, 'epoch': 0.08}
{'loss': 0.2763, 'grad_norm': 7.34375, 'learning_rate': 1.8328262610088072e-05, 'epoch': 0.08}
{'loss': 0.3046, 'grad_norm': 9.6875, 'learning_rate': 1.8325060048038432e-05, 'epoch': 0.08}
{'loss': 0.3443, 'grad_norm': 16.125, 'learning_rate': 1.8321857485988793e-05, 'epoch': 0.08}
{'loss': 0.2786, 'grad_norm': 5.03125, 'learning_rate': 1.8318654923939153e-05, 'epoch': 0.08}
{'loss': 0.2966, 'grad_norm': 7.78125, 'learning_rate': 1.8315452361889514e-05, 'epoch': 0.09}
{'loss': 0.2933, 'grad_norm': 7.09375, 'learning_rate': 1.8312249799839874e-05, 'epoch': 0.09}
{'loss': 0.2829, 'grad_norm': 8.3125, 'learning_rate': 1.8309047237790235e-05, 'epoch': 0.09}
{'loss': 0.2759, 'grad_norm': 8.5, 'learning_rate': 1.8305844675740595e-05, 'epoch': 0.09}
{'loss': 0.2417, 'grad_norm': 4.71875, 'learning_rate': 1.8302642113690952e-05, 'epoch': 0.09}
{'loss': 0.2499, 'grad_norm': 13.5, 'learning_rate': 1.8299439551641313e-05, 'epoch': 0.09}
{'loss': 0.2461, 'grad_norm': 9.4375, 'learning_rate': 1.8296236989591677e-05, 'epoch': 0.09}
{'loss': 0.2542, 'grad_norm': 7.125, 'learning_rate': 1.8293034427542037e-05, 'epoch': 0.09}
{'loss': 0.2919, 'grad_norm': 9.4375, 'learning_rate': 1.8289831865492394e-05, 'epoch': 0.09}
{'loss': 0.2091, 'grad_norm': 10.75, 'learning_rate': 1.8286629303442755e-05, 'epoch': 0.09}
{'loss': 0.2228, 'grad_norm': 9.5, 'learning_rate': 1.8283426741393115e-05, 'epoch': 0.09}
{'loss': 0.3349, 'grad_norm': 13.6875, 'learning_rate': 1.8280224179343476e-05, 'epoch': 0.09}
{'loss': 0.2698, 'grad_norm': 10.0625, 'learning_rate': 1.8277021617293836e-05, 'epoch': 0.09}
{'loss': 0.3272, 'grad_norm': 15.0625, 'learning_rate': 1.8273819055244197e-05, 'epoch': 0.09}
{'loss': 0.3422, 'grad_norm': 14.875, 'learning_rate': 1.8270616493194557e-05, 'epoch': 0.09}
{'loss': 0.2935, 'grad_norm': 10.25, 'learning_rate': 1.8267413931144918e-05, 'epoch': 0.09}
{'loss': 0.3377, 'grad_norm': 17.875, 'learning_rate': 1.8264211369095278e-05, 'epoch': 0.09}
{'loss': 0.2769, 'grad_norm': 7.875, 'learning_rate': 1.826100880704564e-05, 'epoch': 0.09}
{'loss': 0.2488, 'grad_norm': 5.5625, 'learning_rate': 1.8257806244996e-05, 'epoch': 0.09}
{'loss': 0.2901, 'grad_norm': 5.28125, 'learning_rate': 1.825460368294636e-05, 'epoch': 0.09}
{'loss': 0.289, 'grad_norm': 11.125, 'learning_rate': 1.825140112089672e-05, 'epoch': 0.09}
{'loss': 0.2882, 'grad_norm': 9.75, 'learning_rate': 1.824819855884708e-05, 'epoch': 0.09}
{'loss': 0.2784, 'grad_norm': 4.96875, 'learning_rate': 1.8244995996797438e-05, 'epoch': 0.09}
{'loss': 0.2879, 'grad_norm': 6.6875, 'learning_rate': 1.8241793434747798e-05, 'epoch': 0.09}
{'loss': 0.2725, 'grad_norm': 25.0, 'learning_rate': 1.8238590872698162e-05, 'epoch': 0.09}
{'loss': 0.2756, 'grad_norm': 6.625, 'learning_rate': 1.8235388310648522e-05, 'epoch': 0.09}
{'loss': 0.2607, 'grad_norm': 9.125, 'learning_rate': 1.823218574859888e-05, 'epoch': 0.09}
{'loss': 0.2897, 'grad_norm': 14.375, 'learning_rate': 1.822898318654924e-05, 'epoch': 0.09}
{'loss': 0.3032, 'grad_norm': 7.25, 'learning_rate': 1.82257806244996e-05, 'epoch': 0.09}
{'loss': 0.2743, 'grad_norm': 7.3125, 'learning_rate': 1.822257806244996e-05, 'epoch': 0.09}
{'loss': 0.2851, 'grad_norm': 7.71875, 'learning_rate': 1.821937550040032e-05, 'epoch': 0.09}
{'loss': 0.257, 'grad_norm': 14.75, 'learning_rate': 1.8216172938350682e-05, 'epoch': 0.09}
{'loss': 0.2064, 'grad_norm': 13.1875, 'learning_rate': 1.8212970376301042e-05, 'epoch': 0.09}
{'loss': 0.2163, 'grad_norm': 5.5, 'learning_rate': 1.8209767814251403e-05, 'epoch': 0.09}
{'loss': 0.2917, 'grad_norm': 8.8125, 'learning_rate': 1.8206565252201763e-05, 'epoch': 0.09}
{'loss': 0.2347, 'grad_norm': 4.96875, 'learning_rate': 1.8203362690152124e-05, 'epoch': 0.09}
{'loss': 0.4151, 'grad_norm': 22.625, 'learning_rate': 1.8200160128102484e-05, 'epoch': 0.09}
{'loss': 0.2819, 'grad_norm': 14.0625, 'learning_rate': 1.8196957566052845e-05, 'epoch': 0.09}
{'loss': 0.3267, 'grad_norm': 13.3125, 'learning_rate': 1.8193755004003205e-05, 'epoch': 0.09}
{'loss': 0.3555, 'grad_norm': 16.875, 'learning_rate': 1.8190552441953562e-05, 'epoch': 0.09}
{'loss': 0.2849, 'grad_norm': 12.0, 'learning_rate': 1.8187349879903923e-05, 'epoch': 0.09}
{'loss': 0.2714, 'grad_norm': 7.90625, 'learning_rate': 1.8184147317854287e-05, 'epoch': 0.09}
{'loss': 0.2201, 'grad_norm': 6.28125, 'learning_rate': 1.8180944755804647e-05, 'epoch': 0.09}
{'loss': 0.2435, 'grad_norm': 4.90625, 'learning_rate': 1.8177742193755004e-05, 'epoch': 0.09}
{'loss': 0.3352, 'grad_norm': 19.875, 'learning_rate': 1.8174539631705365e-05, 'epoch': 0.09}
{'loss': 0.2667, 'grad_norm': 5.90625, 'learning_rate': 1.8171337069655725e-05, 'epoch': 0.09}
{'loss': 0.288, 'grad_norm': 6.4375, 'learning_rate': 1.8168134507606086e-05, 'epoch': 0.09}
{'loss': 0.2634, 'grad_norm': 5.84375, 'learning_rate': 1.8164931945556446e-05, 'epoch': 0.09}
{'loss': 0.2946, 'grad_norm': 17.125, 'learning_rate': 1.8161729383506807e-05, 'epoch': 0.09}
{'loss': 0.3028, 'grad_norm': 10.9375, 'learning_rate': 1.8158526821457167e-05, 'epoch': 0.09}
{'loss': 0.308, 'grad_norm': 15.5625, 'learning_rate': 1.8155324259407528e-05, 'epoch': 0.09}
{'loss': 0.3115, 'grad_norm': 18.25, 'learning_rate': 1.8152121697357888e-05, 'epoch': 0.09}
{'loss': 0.3165, 'grad_norm': 19.25, 'learning_rate': 1.814891913530825e-05, 'epoch': 0.09}
{'loss': 0.323, 'grad_norm': 15.75, 'learning_rate': 1.814571657325861e-05, 'epoch': 0.09}
{'loss': 0.2736, 'grad_norm': 7.15625, 'learning_rate': 1.814251401120897e-05, 'epoch': 0.09}
{'loss': 0.3398, 'grad_norm': 9.1875, 'learning_rate': 1.813931144915933e-05, 'epoch': 0.09}
{'loss': 0.3172, 'grad_norm': 15.25, 'learning_rate': 1.813610888710969e-05, 'epoch': 0.09}
{'loss': 0.2537, 'grad_norm': 6.5625, 'learning_rate': 1.8132906325060047e-05, 'epoch': 0.09}
{'loss': 0.2903, 'grad_norm': 7.65625, 'learning_rate': 1.8129703763010408e-05, 'epoch': 0.09}
{'loss': 0.2987, 'grad_norm': 7.96875, 'learning_rate': 1.8126501200960772e-05, 'epoch': 0.09}
{'loss': 0.2935, 'grad_norm': 6.125, 'learning_rate': 1.8123298638911132e-05, 'epoch': 0.09}
{'loss': 0.2775, 'grad_norm': 5.34375, 'learning_rate': 1.812009607686149e-05, 'epoch': 0.09}
{'loss': 0.2806, 'grad_norm': 5.40625, 'learning_rate': 1.811689351481185e-05, 'epoch': 0.1}
{'loss': 0.2905, 'grad_norm': 9.0625, 'learning_rate': 1.811369095276221e-05, 'epoch': 0.1}
{'loss': 0.3058, 'grad_norm': 7.90625, 'learning_rate': 1.811048839071257e-05, 'epoch': 0.1}
{'loss': 0.2417, 'grad_norm': 4.84375, 'learning_rate': 1.810728582866293e-05, 'epoch': 0.1}
{'loss': 0.3079, 'grad_norm': 12.0625, 'learning_rate': 1.8104083266613292e-05, 'epoch': 0.1}
{'loss': 0.228, 'grad_norm': 9.5, 'learning_rate': 1.8100880704563652e-05, 'epoch': 0.1}
{'loss': 0.2931, 'grad_norm': 5.625, 'learning_rate': 1.8097678142514013e-05, 'epoch': 0.1}
{'loss': 0.295, 'grad_norm': 13.8125, 'learning_rate': 1.8094475580464373e-05, 'epoch': 0.1}
{'loss': 0.2883, 'grad_norm': 6.71875, 'learning_rate': 1.8091273018414734e-05, 'epoch': 0.1}
{'loss': 0.2633, 'grad_norm': 5.875, 'learning_rate': 1.8088070456365094e-05, 'epoch': 0.1}
{'loss': 0.264, 'grad_norm': 7.875, 'learning_rate': 1.8084867894315455e-05, 'epoch': 0.1}
{'loss': 0.2718, 'grad_norm': 6.5625, 'learning_rate': 1.8081665332265815e-05, 'epoch': 0.1}
{'loss': 0.3116, 'grad_norm': 15.375, 'learning_rate': 1.8078462770216176e-05, 'epoch': 0.1}
{'loss': 0.2563, 'grad_norm': 14.4375, 'learning_rate': 1.8075260208166533e-05, 'epoch': 0.1}
{'loss': 0.2602, 'grad_norm': 7.78125, 'learning_rate': 1.8072057646116893e-05, 'epoch': 0.1}
{'loss': 0.3004, 'grad_norm': 5.3125, 'learning_rate': 1.8068855084067257e-05, 'epoch': 0.1}
{'loss': 0.2499, 'grad_norm': 7.28125, 'learning_rate': 1.8065652522017617e-05, 'epoch': 0.1}
{'loss': 0.311, 'grad_norm': 16.625, 'learning_rate': 1.8062449959967975e-05, 'epoch': 0.1}
{'loss': 0.2676, 'grad_norm': 8.625, 'learning_rate': 1.8059247397918335e-05, 'epoch': 0.1}
{'loss': 0.3347, 'grad_norm': 16.25, 'learning_rate': 1.8056044835868696e-05, 'epoch': 0.1}
{'loss': 0.2845, 'grad_norm': 10.8125, 'learning_rate': 1.8052842273819056e-05, 'epoch': 0.1}
{'loss': 0.2758, 'grad_norm': 9.125, 'learning_rate': 1.8049639711769416e-05, 'epoch': 0.1}
{'loss': 0.2746, 'grad_norm': 9.6875, 'learning_rate': 1.8046437149719777e-05, 'epoch': 0.1}
{'loss': 0.2884, 'grad_norm': 5.90625, 'learning_rate': 1.8043234587670137e-05, 'epoch': 0.1}
{'loss': 0.2745, 'grad_norm': 5.375, 'learning_rate': 1.8040032025620498e-05, 'epoch': 0.1}
{'loss': 0.2712, 'grad_norm': 6.4375, 'learning_rate': 1.803682946357086e-05, 'epoch': 0.1}
{'loss': 0.252, 'grad_norm': 6.0, 'learning_rate': 1.803362690152122e-05, 'epoch': 0.1}
{'loss': 0.3333, 'grad_norm': 12.8125, 'learning_rate': 1.803042433947158e-05, 'epoch': 0.1}
{'loss': 0.2868, 'grad_norm': 15.4375, 'learning_rate': 1.802722177742194e-05, 'epoch': 0.1}
{'loss': 0.2858, 'grad_norm': 9.4375, 'learning_rate': 1.80240192153723e-05, 'epoch': 0.1}
{'loss': 0.2894, 'grad_norm': 6.125, 'learning_rate': 1.802081665332266e-05, 'epoch': 0.1}
{'loss': 0.3283, 'grad_norm': 5.9375, 'learning_rate': 1.8017614091273018e-05, 'epoch': 0.1}
{'loss': 0.2733, 'grad_norm': 6.75, 'learning_rate': 1.8014411529223382e-05, 'epoch': 0.1}
{'loss': 0.3109, 'grad_norm': 7.96875, 'learning_rate': 1.8011208967173742e-05, 'epoch': 0.1}
{'loss': 0.2906, 'grad_norm': 6.84375, 'learning_rate': 1.8008006405124103e-05, 'epoch': 0.1}
{'loss': 0.2751, 'grad_norm': 8.75, 'learning_rate': 1.800480384307446e-05, 'epoch': 0.1}
{'loss': 0.2954, 'grad_norm': 17.375, 'learning_rate': 1.800160128102482e-05, 'epoch': 0.1}
{'loss': 0.2831, 'grad_norm': 7.09375, 'learning_rate': 1.799839871897518e-05, 'epoch': 0.1}
{'loss': 0.2804, 'grad_norm': 8.875, 'learning_rate': 1.7995196156925545e-05, 'epoch': 0.1}
{'loss': 0.2371, 'grad_norm': 11.9375, 'learning_rate': 1.79919935948759e-05, 'epoch': 0.1}
{'loss': 0.2623, 'grad_norm': 8.6875, 'learning_rate': 1.7988791032826262e-05, 'epoch': 0.1}
{'loss': 0.2775, 'grad_norm': 6.28125, 'learning_rate': 1.7985588470776623e-05, 'epoch': 0.1}
{'loss': 0.2555, 'grad_norm': 5.3125, 'learning_rate': 1.7982385908726983e-05, 'epoch': 0.1}
{'loss': 0.2773, 'grad_norm': 5.59375, 'learning_rate': 1.7979183346677344e-05, 'epoch': 0.1}
{'loss': 0.2605, 'grad_norm': 5.375, 'learning_rate': 1.7975980784627704e-05, 'epoch': 0.1}
{'loss': 0.3159, 'grad_norm': 13.1875, 'learning_rate': 1.7972778222578065e-05, 'epoch': 0.1}
{'loss': 0.2603, 'grad_norm': 6.96875, 'learning_rate': 1.7969575660528425e-05, 'epoch': 0.1}
{'loss': 0.2667, 'grad_norm': 6.96875, 'learning_rate': 1.7966373098478785e-05, 'epoch': 0.1}
{'loss': 0.3143, 'grad_norm': 10.3125, 'learning_rate': 1.7963170536429143e-05, 'epoch': 0.1}
{'loss': 0.2897, 'grad_norm': 9.6875, 'learning_rate': 1.7959967974379503e-05, 'epoch': 0.1}
{'loss': 0.2592, 'grad_norm': 7.9375, 'learning_rate': 1.7956765412329867e-05, 'epoch': 0.1}
{'loss': 0.2801, 'grad_norm': 6.75, 'learning_rate': 1.7953562850280227e-05, 'epoch': 0.1}
{'loss': 0.3159, 'grad_norm': 9.125, 'learning_rate': 1.7950360288230584e-05, 'epoch': 0.1}
{'loss': 0.2516, 'grad_norm': 4.90625, 'learning_rate': 1.7947157726180945e-05, 'epoch': 0.1}
{'loss': 0.2998, 'grad_norm': 6.4375, 'learning_rate': 1.7943955164131305e-05, 'epoch': 0.1}
{'loss': 0.2869, 'grad_norm': 13.5625, 'learning_rate': 1.7940752602081666e-05, 'epoch': 0.1}
{'loss': 0.2923, 'grad_norm': 6.78125, 'learning_rate': 1.7937550040032026e-05, 'epoch': 0.1}
{'loss': 0.2747, 'grad_norm': 6.6875, 'learning_rate': 1.7934347477982387e-05, 'epoch': 0.1}
{'loss': 0.2769, 'grad_norm': 6.3125, 'learning_rate': 1.7931144915932747e-05, 'epoch': 0.1}
{'loss': 0.2872, 'grad_norm': 9.9375, 'learning_rate': 1.7927942353883108e-05, 'epoch': 0.1}
{'loss': 0.2641, 'grad_norm': 6.0, 'learning_rate': 1.7924739791833468e-05, 'epoch': 0.1}
{'loss': 0.2798, 'grad_norm': 11.0625, 'learning_rate': 1.792153722978383e-05, 'epoch': 0.1}
{'loss': 0.2765, 'grad_norm': 5.3125, 'learning_rate': 1.791833466773419e-05, 'epoch': 0.1}
{'loss': 0.2959, 'grad_norm': 5.0, 'learning_rate': 1.791513210568455e-05, 'epoch': 0.11}
{'loss': 0.2746, 'grad_norm': 6.09375, 'learning_rate': 1.791192954363491e-05, 'epoch': 0.11}
{'loss': 0.2918, 'grad_norm': 7.53125, 'learning_rate': 1.790872698158527e-05, 'epoch': 0.11}
{'loss': 0.2891, 'grad_norm': 6.15625, 'learning_rate': 1.7905524419535628e-05, 'epoch': 0.11}
{'loss': 0.2752, 'grad_norm': 6.96875, 'learning_rate': 1.7902321857485988e-05, 'epoch': 0.11}
{'loss': 0.2668, 'grad_norm': 7.8125, 'learning_rate': 1.7899119295436352e-05, 'epoch': 0.11}
{'loss': 0.2557, 'grad_norm': 5.03125, 'learning_rate': 1.7895916733386713e-05, 'epoch': 0.11}
{'loss': 0.3033, 'grad_norm': 10.875, 'learning_rate': 1.789271417133707e-05, 'epoch': 0.11}
{'loss': 0.3156, 'grad_norm': 11.375, 'learning_rate': 1.788951160928743e-05, 'epoch': 0.11}
{'loss': 0.3276, 'grad_norm': 9.6875, 'learning_rate': 1.788630904723779e-05, 'epoch': 0.11}
{'loss': 0.3101, 'grad_norm': 13.625, 'learning_rate': 1.7883106485188154e-05, 'epoch': 0.11}
{'loss': 0.2702, 'grad_norm': 5.0625, 'learning_rate': 1.787990392313851e-05, 'epoch': 0.11}
{'loss': 0.2867, 'grad_norm': 9.4375, 'learning_rate': 1.7876701361088872e-05, 'epoch': 0.11}
{'loss': 0.3043, 'grad_norm': 13.6875, 'learning_rate': 1.7873498799039232e-05, 'epoch': 0.11}
{'loss': 0.2515, 'grad_norm': 14.25, 'learning_rate': 1.7870296236989593e-05, 'epoch': 0.11}
{'loss': 0.3208, 'grad_norm': 8.25, 'learning_rate': 1.7867093674939953e-05, 'epoch': 0.11}
{'loss': 0.2736, 'grad_norm': 5.625, 'learning_rate': 1.7863891112890314e-05, 'epoch': 0.11}
{'loss': 0.2851, 'grad_norm': 5.84375, 'learning_rate': 1.7860688550840674e-05, 'epoch': 0.11}
{'loss': 0.2693, 'grad_norm': 10.75, 'learning_rate': 1.7857485988791035e-05, 'epoch': 0.11}
{'loss': 0.2838, 'grad_norm': 13.1875, 'learning_rate': 1.7854283426741395e-05, 'epoch': 0.11}
{'loss': 0.2656, 'grad_norm': 5.3125, 'learning_rate': 1.7851080864691756e-05, 'epoch': 0.11}
{'loss': 0.3224, 'grad_norm': 18.5, 'learning_rate': 1.7847878302642113e-05, 'epoch': 0.11}
{'loss': 0.2479, 'grad_norm': 10.6875, 'learning_rate': 1.7844675740592477e-05, 'epoch': 0.11}
{'loss': 0.3188, 'grad_norm': 15.0, 'learning_rate': 1.7841473178542837e-05, 'epoch': 0.11}
{'loss': 0.2977, 'grad_norm': 6.34375, 'learning_rate': 1.7838270616493198e-05, 'epoch': 0.11}
{'loss': 0.3528, 'grad_norm': 21.375, 'learning_rate': 1.7835068054443555e-05, 'epoch': 0.11}
{'loss': 0.2484, 'grad_norm': 5.15625, 'learning_rate': 1.7831865492393915e-05, 'epoch': 0.11}
{'loss': 0.26, 'grad_norm': 5.84375, 'learning_rate': 1.7828662930344276e-05, 'epoch': 0.11}
{'loss': 0.3032, 'grad_norm': 9.6875, 'learning_rate': 1.782546036829464e-05, 'epoch': 0.11}
{'loss': 0.3177, 'grad_norm': 6.625, 'learning_rate': 1.7822257806244997e-05, 'epoch': 0.11}
{'loss': 0.2728, 'grad_norm': 6.6875, 'learning_rate': 1.7819055244195357e-05, 'epoch': 0.11}
{'loss': 0.3127, 'grad_norm': 13.75, 'learning_rate': 1.7815852682145718e-05, 'epoch': 0.11}
{'loss': 0.2805, 'grad_norm': 6.0625, 'learning_rate': 1.7812650120096078e-05, 'epoch': 0.11}
{'loss': 0.2966, 'grad_norm': 8.25, 'learning_rate': 1.780944755804644e-05, 'epoch': 0.11}
{'loss': 0.2724, 'grad_norm': 6.5625, 'learning_rate': 1.78062449959968e-05, 'epoch': 0.11}
{'loss': 0.2804, 'grad_norm': 11.5625, 'learning_rate': 1.780304243394716e-05, 'epoch': 0.11}
{'loss': 0.2731, 'grad_norm': 5.15625, 'learning_rate': 1.779983987189752e-05, 'epoch': 0.11}
{'loss': 0.2887, 'grad_norm': 14.75, 'learning_rate': 1.779663730984788e-05, 'epoch': 0.11}
{'loss': 0.2991, 'grad_norm': 9.5625, 'learning_rate': 1.779343474779824e-05, 'epoch': 0.11}
{'loss': 0.2788, 'grad_norm': 12.6875, 'learning_rate': 1.7790232185748598e-05, 'epoch': 0.11}
{'loss': 0.2754, 'grad_norm': 5.625, 'learning_rate': 1.7787029623698962e-05, 'epoch': 0.11}
{'loss': 0.2985, 'grad_norm': 4.875, 'learning_rate': 1.7783827061649322e-05, 'epoch': 0.11}
{'loss': 0.2603, 'grad_norm': 4.6875, 'learning_rate': 1.7780624499599683e-05, 'epoch': 0.11}
{'loss': 0.3112, 'grad_norm': 9.8125, 'learning_rate': 1.777742193755004e-05, 'epoch': 0.11}
{'loss': 0.2555, 'grad_norm': 4.5625, 'learning_rate': 1.77742193755004e-05, 'epoch': 0.11}
{'loss': 0.3242, 'grad_norm': 14.5625, 'learning_rate': 1.777101681345076e-05, 'epoch': 0.11}
{'loss': 0.3257, 'grad_norm': 14.875, 'learning_rate': 1.7767814251401125e-05, 'epoch': 0.11}
{'loss': 0.3229, 'grad_norm': 11.125, 'learning_rate': 1.7764611689351482e-05, 'epoch': 0.11}
{'loss': 0.3157, 'grad_norm': 13.5625, 'learning_rate': 1.7761409127301842e-05, 'epoch': 0.11}
{'loss': 0.3174, 'grad_norm': 7.21875, 'learning_rate': 1.7758206565252203e-05, 'epoch': 0.11}
{'loss': 0.2715, 'grad_norm': 4.8125, 'learning_rate': 1.7755004003202563e-05, 'epoch': 0.11}
{'loss': 0.2778, 'grad_norm': 8.8125, 'learning_rate': 1.7751801441152924e-05, 'epoch': 0.11}
{'loss': 0.2597, 'grad_norm': 5.125, 'learning_rate': 1.7748598879103284e-05, 'epoch': 0.11}
{'loss': 0.2921, 'grad_norm': 8.5, 'learning_rate': 1.7745396317053645e-05, 'epoch': 0.11}
{'loss': 0.2797, 'grad_norm': 12.6875, 'learning_rate': 1.7742193755004005e-05, 'epoch': 0.11}
{'loss': 0.276, 'grad_norm': 9.875, 'learning_rate': 1.7738991192954366e-05, 'epoch': 0.11}
{'loss': 0.2568, 'grad_norm': 20.25, 'learning_rate': 1.7735788630904723e-05, 'epoch': 0.11}
{'loss': 0.2728, 'grad_norm': 5.375, 'learning_rate': 1.7732586068855087e-05, 'epoch': 0.11}
{'loss': 0.2667, 'grad_norm': 6.9375, 'learning_rate': 1.7729383506805447e-05, 'epoch': 0.11}
{'loss': 0.2687, 'grad_norm': 5.875, 'learning_rate': 1.7726180944755808e-05, 'epoch': 0.11}
{'loss': 0.2967, 'grad_norm': 17.375, 'learning_rate': 1.7722978382706165e-05, 'epoch': 0.11}
{'loss': 0.2898, 'grad_norm': 5.65625, 'learning_rate': 1.7719775820656525e-05, 'epoch': 0.11}
{'loss': 0.2618, 'grad_norm': 9.9375, 'learning_rate': 1.7716573258606886e-05, 'epoch': 0.12}
{'loss': 0.267, 'grad_norm': 5.71875, 'learning_rate': 1.771337069655725e-05, 'epoch': 0.12}
{'loss': 0.2858, 'grad_norm': 5.5625, 'learning_rate': 1.7710168134507607e-05, 'epoch': 0.12}
{'loss': 0.2893, 'grad_norm': 5.53125, 'learning_rate': 1.7706965572457967e-05, 'epoch': 0.12}
